130.4500 43.7400 581.5000 5.728000e+26 -2.194000e+26 -3.535000e+26 -1.693000e+26 -9.871000e+26 -9.690000e+25 25 130.4500 43.7400
123.8500 6.9000 579.7000 -6.380000e+25 -3.740000e+25 1.010000e+26 1.160000e+26 -1.690000e+26 5.060000e+25 25 123.8500 6.9000
104.3800 -2.6800 600.5000 -8.040000e+26 4.630000e+26 3.410000e+26 -1.750000e+26 -4.480000e+26 -5.680000e+26 25 104.3800 -2.6800
128.2000 -5.6100 397.4000 -2.420000e+27 -6.160000e+26 3.040000e+27 -1.170000e+27 1.490000e+27 1.120000e+27 25 128.2000 -5.6100
135.0300 36.8400 374.9000 -3.260000e+25 1.270000e+26 -9.420000e+25 -3.890000e+25 -1.400000e+26 9.970000e+25 25 135.0300 36.8400
107.5800 -6.0300 304.8000 9.560000e+26 -1.150000e+27 1.940000e+26 2.000000e+27 6.510000e+26 9.950000e+26 25 107.5800 -6.0300
138.1900 33.0500 301.8000 3.410000e+25 1.590000e+25 -5.000000e+25 -7.690000e+25 -4.570000e+26 -1.580000e+26 25 138.1900 33.0500
123.5600 6.7700 625.8000 7.700000e+24 -7.000000e+23 -7.000000e+24 -7.220000e+25 -7.880000e+25 -1.470000e+25 25 123.5600 6.7700
130.6600 42.4800 578.7000 2.670000e+25 1.920000e+25 -4.590000e+25 2.340000e+25 -2.500000e+26 -5.910000e+25 25 130.6600 42.4800
123.5900 6.5400 596.8000 -3.940000e+26 3.230000e+26 7.100000e+25 -3.180000e+26 -9.900000e+26 3.190000e+26 25 123.5900 6.5400
123.5600 6.2300 556.4000 -4.310000e+25 1.940000e+25 2.370000e+25 -7.310000e+24 -7.720000e+25 2.310000e+25 25 123.5600 6.2300
123.4100 6.6900 614.0000 -2.100000e+25 2.310000e+25 -2.000000e+24 -5.580000e+25 -8.270000e+25 1.170000e+25 25 123.4100 6.6900
139.2600 28.6900 460.6000 -6.660000e+25 1.070000e+26 -4.000000e+25 6.380000e+25 -1.420000e+26 -5.820000e+25 25 139.2600 28.6900
139.9400 26.9400 511.5000 -3.560000e+25 4.170000e+25 -6.130000e+24 2.320000e+25 -5.220000e+25 -2.610000e+25 25 139.9400 26.9400
123.2800 4.2200 517.6000 6.170000e+24 8.300000e+24 -1.450000e+25 -1.470000e+25 -7.010000e+25 -1.250000e+24 25 123.2800 4.2200
116.7100 -6.9500 516.9000 -9.150000e+25 9.430000e+25 -2.800000e+24 -1.920000e+25 -1.830000e+25 -1.050000e+25 25 116.7100 -6.9500
126.6800 -6.4700 468.7000 -9.410000e+25 3.250000e+25 6.160000e+25 7.130000e+25 2.440000e+26 -9.300000e+24 25 126.6800 -6.4700
125.7700 27.1300 230.6000 -2.650000e+26 1.230000e+25 2.530000e+26 -8.419999e+25 -1.070000e+26 -5.500000e+25 25 125.7700 27.1300
146.8300 -7.4900 132.9000 -9.300000e+24 -1.780000e+26 1.880000e+26 -1.170000e+26 4.720000e+26 1.320000e+26 25 146.8300 -7.4900
138.1700 31.6100 352.0000 -3.730000e+25 -1.110000e+25 4.840000e+25 -2.620000e+25 -1.770000e+26 -5.190000e+25 25 138.1700 31.6100
147.1600 -5.6600 208.6000 1.850000e+26 -2.270000e+26 4.250000e+25 3.870000e+25 -9.340000e+25 7.010000e+25 25 147.1600 -5.6600
145.7000 49.9700 598.2000 3.840000e+27 -1.870000e+27 -1.970000e+27 -2.740000e+27 -5.080000e+26 -2.150000e+27 25 145.7000 49.9700
129.8300 -6.6500 159.2500 1.030000e+26 -4.450000e+26 3.420000e+26 1.810000e+26 3.510000e+26 1.310000e+25 25 129.8300 -6.6500
143.2400 42.8500 105.3000 -3.270000e+25 6.730000e+25 -3.470000e+25 3.060000e+26 -1.630000e+25 2.130000e+25 25 143.2400 42.8500
131.0200 42.7700 571.8700 6.560000e+24 -2.500000e+24 -4.070000e+24 1.030000e+24 -3.090000e+25 4.510000e+24 25 131.0200 42.7700
145.3500 18.6700 604.7000 -1.040000e+26 -5.780000e+25 1.620000e+26 -1.280000e+26 7.800000e+24 -9.720000e+25 25 145.3500 18.6700
153.7700 54.6100 611.0000 -1.670000e+28 3.820000e+27 1.280000e+28 -7.840000e+27 -3.570000e+28 1.550000e+27 25 153.7700 54.6100
151.4800 52.3600 642.4000 -1.270000e+26 5.410000e+25 7.260000e+25 -2.380000e+25 -9.490000e+25 5.240000e+25 25 151.4800 52.3600
152.8100 53.2000 585.5000 -1.070000e+26 1.250000e+26 -1.840000e+25 -4.430000e+25 -8.660000e+25 3.900000e+24 25 152.8100 53.2000
123.1700 6.3100 631.7000 4.810000e+24 7.350000e+24 -1.220000e+25 -1.970000e+25 -8.600000e+25 2.900000e+25 25 123.1700 6.3100
123.1700 6.3100 631.7200 4.810000e+24 7.350000e+24 -1.220000e+25 -1.970000e+25 -8.600000e+25 2.900000e+25 25 123.1700 6.3100
122.5000 -7.3500 551.5000 -7.200000e+25 -2.340000e+26 3.060000e+26 -2.050000e+26 1.070000e+26 -1.720000e+25 25 122.5000 -7.3500
122.5000 -7.3500 551.5400 -7.200000e+25 -2.340000e+26 3.060000e+26 -2.050000e+26 1.070000e+26 -1.720000e+25 25 122.5000 -7.3500
140.5600 27.9400 680.7000 -3.860000e+27 -6.570000e+26 4.520000e+27 -2.870000e+27 5.610000e+27 1.100000e+27 25 140.5600 27.9400
139.8500 27.6800 458.5000 -4.560000e+25 2.200000e+25 2.360000e+25 -4.820000e+24 -4.830000e+25 -4.060000e+25 25 139.8500 27.6800
71.0400 36.4400 210.8300 1.040000e+26 -1.110000e+26 7.680000e+24 2.980000e+25 1.960000e+25 -2.730000e+24 25 71.0400 36.4400
94.7800 23.0200 149.8000 2.480000e+26 -2.740000e+26 2.570000e+25 -1.300000e+26 -5.690000e+25 1.100000e+26 25 94.7800 23.0200
108.0700 -4.9500 622.8000 -8.940000e+25 3.990000e+25 4.950000e+25 -4.210000e+25 -4.830000e+25 -3.810000e+25 25 108.0700 -4.9500
122.8100 4.5000 621.8000 -6.400000e+25 1.330000e+26 -6.900000e+25 7.800000e+25 -9.920000e+26 2.730000e+26 25 122.8100 4.5000
123.0200 -7.2500 556.8000 -1.230000e+26 1.230000e+26 4.000000e+23 6.200000e+24 7.470000e+25 5.040000e+25 25 123.0200 -7.2500
