8.000000000000000000e+01 -1.000000000000000000e+01 1.000000000000000000e+00
8.050359712230215337e+01 -1.000000000000000000e+01 1.000000000000000000e+00
8.100719424460432094e+01 -1.000000000000000000e+01 1.000000000000000000e+00
8.151079136690647431e+01 -1.000000000000000000e+01 1.000000000000000000e+00
8.201438848920862767e+01 -1.000000000000000000e+01 1.000000000000000000e+00
8.251798561151079525e+01 -1.000000000000000000e+01 1.000000000000000000e+00
8.302158273381294862e+01 -1.000000000000000000e+01 1.000000000000000000e+00
8.352517985611510198e+01 -1.000000000000000000e+01 1.000000000000000000e+00
8.402877697841726956e+01 -1.000000000000000000e+01 1.000000000000000000e+00
8.453237410071942293e+01 -1.000000000000000000e+01 1.000000000000000000e+00
8.503597122302157629e+01 -1.000000000000000000e+01 1.000000000000000000e+00
8.553956834532374387e+01 -1.000000000000000000e+01 1.000000000000000000e+00
8.604316546762589724e+01 -1.000000000000000000e+01 1.000000000000000000e+00
8.654676258992805060e+01 -1.000000000000000000e+01 1.000000000000000000e+00
8.705035971223021818e+01 -1.000000000000000000e+01 1.000000000000000000e+00
8.755395683453237154e+01 -1.000000000000000000e+01 1.000000000000000000e+00
8.805755395683453912e+01 -1.000000000000000000e+01 1.000000000000000000e+00
8.856115107913669249e+01 -1.000000000000000000e+01 1.000000000000000000e+00
8.906474820143884585e+01 -1.000000000000000000e+01 1.000000000000000000e+00
8.956834532374099922e+01 -1.000000000000000000e+01 1.000000000000000000e+00
9.007194244604316680e+01 -1.000000000000000000e+01 1.000000000000000000e+00
9.057553956834532016e+01 -1.000000000000000000e+01 1.000000000000000000e+00
9.107913669064748774e+01 -1.000000000000000000e+01 1.000000000000000000e+00
9.158273381294964111e+01 -1.000000000000000000e+01 1.000000000000000000e+00
9.208633093525179447e+01 -1.000000000000000000e+01 1.000000000000000000e+00
9.258992805755396205e+01 -1.000000000000000000e+01 1.000000000000000000e+00
9.309352517985611541e+01 -1.000000000000000000e+01 1.000000000000000000e+00
9.359712230215826878e+01 -1.000000000000000000e+01 1.000000000000000000e+00
9.410071942446043636e+01 -1.000000000000000000e+01 1.000000000000000000e+00
9.460431654676258972e+01 -1.000000000000000000e+01 1.000000000000000000e+00
9.510791366906474309e+01 -1.000000000000000000e+01 1.000000000000000000e+00
9.561151079136691067e+01 -1.000000000000000000e+01 1.000000000000000000e+00
9.611510791366906403e+01 -1.000000000000000000e+01 1.000000000000000000e+00
9.661870503597121740e+01 -1.000000000000000000e+01 1.000000000000000000e+00
9.712230215827338498e+01 -1.000000000000000000e+01 1.000000000000000000e+00
9.762589928057553834e+01 -1.000000000000000000e+01 1.000000000000000000e+00
9.812949640287769171e+01 -1.000000000000000000e+01 1.000000000000000000e+00
9.863309352517985928e+01 -1.000000000000000000e+01 1.000000000000000000e+00
9.913669064748201265e+01 -1.000000000000000000e+01 1.000000000000000000e+00
9.964028776978418023e+01 -1.000000000000000000e+01 1.000000000000000000e+00
1.001438848920863336e+02 -1.000000000000000000e+01 1.000000000000000000e+00
1.006474820143884870e+02 -1.000000000000000000e+01 1.000000000000000000e+00
1.011510791366906403e+02 -1.000000000000000000e+01 1.000000000000000000e+00
1.016546762589928079e+02 -1.000000000000000000e+01 1.000000000000000000e+00
1.021582733812949613e+02 -1.000000000000000000e+01 1.000000000000000000e+00
1.026618705035971288e+02 -1.000000000000000000e+01 1.000000000000000000e+00
1.031654676258992822e+02 -1.000000000000000000e+01 1.000000000000000000e+00
1.036690647482014356e+02 -1.000000000000000000e+01 1.000000000000000000e+00
1.041726618705035889e+02 -1.000000000000000000e+01 1.000000000000000000e+00
1.046762589928057565e+02 -1.000000000000000000e+01 1.000000000000000000e+00
1.051798561151079099e+02 -1.000000000000000000e+01 1.000000000000000000e+00
1.056834532374100775e+02 -1.000000000000000000e+01 1.000000000000000000e+00
1.061870503597122308e+02 -1.000000000000000000e+01 1.000000000000000000e+00
1.066906474820143842e+02 -1.000000000000000000e+01 1.000000000000000000e+00
1.071942446043165376e+02 -1.000000000000000000e+01 1.000000000000000000e+00
1.076978417266187051e+02 -1.000000000000000000e+01 1.000000000000000000e+00
1.082014388489208585e+02 -1.000000000000000000e+01 1.000000000000000000e+00
1.087050359712230261e+02 -1.000000000000000000e+01 6.278145695364238499e+00
1.092086330935251794e+02 -1.000000000000000000e+01 8.456953642384105407e+00
1.097122302158273328e+02 -1.000000000000000000e+01 9.947019867549668604e+00
1.102158273381294862e+02 -1.000000000000000000e+01 1.090728476821192139e+01
1.107194244604316538e+02 -1.000000000000000000e+01 1.126490066225165521e+01
1.112230215827338071e+02 -1.000000000000000000e+01 9.218543046357615012e+00
1.117266187050359747e+02 -1.000000000000000000e+01 8.649006622516555609e+00
1.122302158273381281e+02 -1.000000000000000000e+01 7.158940397350993301e+00
1.127338129496402814e+02 -1.000000000000000000e+01 1.000000000000000000e+00
1.132374100719424348e+02 -1.000000000000000000e+01 1.000000000000000000e+00
1.137410071942446024e+02 -1.000000000000000000e+01 1.000000000000000000e+00
1.142446043165467700e+02 -1.000000000000000000e+01 1.000000000000000000e+00
1.147482014388489233e+02 -1.000000000000000000e+01 1.000000000000000000e+00
1.152517985611510767e+02 -1.000000000000000000e+01 1.000000000000000000e+00
1.157553956834532300e+02 -1.000000000000000000e+01 1.000000000000000000e+00
1.162589928057553976e+02 -1.000000000000000000e+01 1.000000000000000000e+00
1.167625899280575510e+02 -1.000000000000000000e+01 1.000000000000000000e+00
1.172661870503597186e+02 -1.000000000000000000e+01 1.267549668874172220e+01
1.177697841726618719e+02 -1.000000000000000000e+01 1.347682119205298079e+01
