  90.000  -10.000  196.846
  90.000   -9.496  225.554
  90.000   -8.992  247.234
  90.000   -8.487  282.151
  90.000   -7.983  302.946
  90.000   -7.479  310.181
  90.000   -6.975  310.515
  90.000   -6.471  318.588
  90.000   -5.966  322.432
  90.000   -5.462  317.147
  90.000   -4.958  310.445
  90.000   -4.454  318.305
  90.000   -3.950  322.715
  90.000   -3.445  318.200
  90.000   -2.941  317.194
  90.000   -2.437  318.686
  90.000   -1.933  321.973
  90.000   -1.429  321.564
  90.000   -0.924  318.619
  90.000   -0.420  333.555
  90.000    0.084  337.724
  90.000    0.588  329.907
  90.000    1.092  337.681
  90.000    1.597  343.176
  90.000    2.101  351.457
  90.000    2.605  345.370
  90.000    3.109  343.534
  90.000    3.613  355.973
  90.000    4.118  364.546
  90.000    4.622  359.465
  90.000    5.126  372.831
  90.000    5.630  366.771
  90.000    6.134  390.283
  90.000    6.639  383.033
  90.000    7.143  385.359
  90.000    7.647  397.530
  90.000    8.151  412.546
  90.000    8.655  399.336
  90.000    9.160  409.858
  90.000    9.664  408.802
  90.000   10.168  433.494
  90.000   10.672  423.060
  90.000   11.176  432.321
  90.000   11.681  448.702
  90.000   12.185  463.802
  90.000   12.689  448.401
  90.000   13.193  467.595
  90.000   13.697  464.494
  90.000   14.202  488.327
  90.000   14.706  477.466
  90.000   15.210  472.376
  90.000   15.714  481.764
  90.000   16.218  491.721
  90.000   16.723  469.461
  90.000   17.227  477.962
  90.000   17.731  479.717
  90.000   18.235  491.167
  90.000   18.739  471.080
  90.000   19.244  471.044
  90.000   19.748  481.100
  90.000   20.252  485.773
  90.000   20.756  471.321
  90.000   21.261  477.064
  90.000   21.765  477.191
  90.000   22.269  486.849
  90.000   22.773  472.036
  90.000   23.277  467.770
  90.000   23.782  473.374
  90.000   24.286  475.869
  90.000   24.790  470.397
  90.000   25.294  472.417
  90.000   25.798  469.789
  90.000   26.303  470.849
  90.000   26.807  464.167
  90.000   27.311  462.998
  90.000   27.815  475.572
  90.000   28.319  460.989
  90.000   28.824  461.987
  90.000   29.328  463.245
  90.000   29.832  466.147
  90.000   30.336  460.811
  90.000   30.840  452.955
  90.000   31.345  454.454
  90.000   31.849  462.898
  90.000   32.353  450.151
  90.000   32.857  437.802
  90.000   33.361  433.488
  90.000   33.866  440.412
  90.000   34.370  418.497
  90.000   34.874  413.862
  90.000   35.378  400.160
  90.000   35.882  404.230
  90.000   36.387  383.383
  90.000   36.891  379.361
  90.000   37.395  382.686
  90.000   37.899  384.697
  90.000   38.403  371.557
  90.000   38.908  362.074
  90.000   39.412  366.136
  90.000   39.916  364.196
  90.000   40.420  354.915
  90.000   40.924  346.646
  90.000   41.429  346.225
  90.000   41.933  343.103
  90.000   42.437  335.904
  90.000   42.941  324.165
  90.000   43.445  331.706
  90.000   43.950  332.760
  90.000   44.454  317.730
  90.000   44.958  314.167
  90.000   45.462  316.595
  90.000   45.966  315.811
  90.000   46.471  309.223
  90.000   46.975  299.808
  90.000   47.479  301.806
  90.000   47.983  300.118
  90.000   48.487  291.771
  90.000   48.992  291.016
  90.000   49.496  300.742
  90.000   50.000  299.897
  90.504  -10.000  199.056
  90.504   -9.496  230.682
  90.504   -8.992  257.702
  90.504   -8.487  286.762
  90.504   -7.983  321.180
  90.504   -7.479  321.844
  90.504   -6.975  323.474
  90.504   -6.471  320.985
  90.504   -5.966  339.016
  90.504   -5.462  333.472
  90.504   -4.958  326.038
  90.504   -4.454  324.561
  90.504   -3.950  335.120
  90.504   -3.445  333.775
  90.504   -2.941  323.374
  90.504   -2.437  323.710
  90.504   -1.933  339.944
  90.504   -1.429  337.788
  90.504   -0.924  328.240
  90.504   -0.420  336.160
  90.504    0.084  352.152
  90.504    0.588  349.506
  90.504    1.092  343.111
  90.504    1.597  346.880
  90.504    2.101  363.855
  90.504    2.605  364.612
  90.504    3.109  350.601
  90.504    3.613  366.276
  90.504    4.118  372.525
  90.504    4.622  374.956
  90.504    5.126  370.606
  90.504    5.630  376.445
