  80.000  -10.000   -3.000
  80.588  -10.000   -3.000
  81.176  -10.000   -3.000
  81.765  -10.000   -3.000
  82.353  -10.000   -3.000
  82.941  -10.000   -3.000
  83.529  -10.000   -3.000
  84.118  -10.000   -3.000
  84.706  -10.000   -3.000
  85.294  -10.000   -3.000
  85.882  -10.000   -0.814
  86.471  -10.000   -0.796
  87.059  -10.000    0.539
  87.647  -10.000    0.786
  88.235  -10.000    0.883
  88.824  -10.000    0.936
  89.412  -10.000    0.846
  90.000  -10.000    0.744
  90.588  -10.000    0.668
  91.176  -10.000    0.514
  91.765  -10.000    0.259
  92.353  -10.000   -0.058
  92.941  -10.000   -0.352
  93.529  -10.000   -0.496
  94.118  -10.000   -0.700
  94.706  -10.000   -1.028
  95.294  -10.000   -1.028
  95.882  -10.000   -0.854
  96.471  -10.000   -0.658
  97.059  -10.000   -0.575
  97.647  -10.000   -0.505
  98.235  -10.000   -0.196
  98.824  -10.000    0.122
  99.412  -10.000    0.324
 100.000  -10.000    0.554
 100.588  -10.000    0.739
 101.176  -10.000    0.796
 101.765  -10.000    0.893
 102.353  -10.000    0.898
 102.941  -10.000    0.912
 103.529  -10.000    0.904
 104.118  -10.000    0.893
 104.706  -10.000    1.002
 105.294  -10.000    1.089
 105.882  -10.000    1.161
 106.471  -10.000    1.184
 107.059  -10.000    1.147
 107.647  -10.000    1.172
 108.235  -10.000    1.311
 108.824  -10.000    1.375
 109.412  -10.000    1.430
 110.000  -10.000    1.417
 110.588  -10.000    1.387
 111.176  -10.000    1.390
 111.765  -10.000    1.323
 112.353  -10.000    1.364
 112.941  -10.000    1.378
 113.529  -10.000    1.334
 114.118  -10.000    1.323
 114.706  -10.000    1.249
 115.294  -10.000    1.264
 115.882  -10.000    1.221
 116.471  -10.000    1.266
 117.059  -10.000    1.313
 117.647  -10.000    1.327
 118.235  -10.000    1.401
 118.824  -10.000    1.434
 119.412  -10.000    1.455
 120.000  -10.000    1.491
 120.588  -10.000    1.493
 121.176  -10.000    1.475
 121.765  -10.000    1.577
 122.353  -10.000    1.615
 122.941  -10.000    1.658
 123.529  -10.000    1.662
 124.118  -10.000    1.632
 124.706  -10.000    1.611
 125.294  -10.000    1.578
 125.882  -10.000    1.587
 126.471  -10.000    1.679
 127.059  -10.000    1.747
 127.647  -10.000    1.771
 128.235  -10.000    1.816
 128.824  -10.000    1.837
 129.412  -10.000    1.921
 130.000  -10.000    1.998
 130.588  -10.000    2.023
 131.176  -10.000    2.007
 131.765  -10.000    1.979
 132.353  -10.000    2.021
 132.941  -10.000    2.069
 133.529  -10.000    2.098
 134.118  -10.000    2.081
 134.706  -10.000    2.059
 135.294  -10.000    2.075
 135.882  -10.000    2.080
 136.471  -10.000    2.132
 137.059  -10.000    2.203
 137.647  -10.000    2.258
 138.235  -10.000    2.295
 138.824  -10.000    2.386
 139.412  -10.000    2.436
 140.000  -10.000    2.487
 140.588  -10.000    2.524
 141.176  -10.000    2.554
 141.765  -10.000    2.591
 142.353  -10.000    2.610
 142.941  -10.000    2.619
 143.529  -10.000    2.600
 144.118  -10.000    2.607
 144.706  -10.000    2.621
 145.294  -10.000    2.636
 145.882  -10.000    2.656
 146.471  -10.000    2.682
 147.059  -10.000    2.713
 147.647  -10.000    2.733
 148.235  -10.000    2.741
 148.824  -10.000    2.727
 149.412  -10.000    2.701
 150.000  -10.000    2.671
  80.000   -9.568    2.629
  80.588   -9.568    2.627
  81.176   -9.568    2.716
  81.765   -9.568    2.894
  82.353   -9.568    3.096
  82.941   -9.568    3.240
  83.529   -9.568    3.261
  84.118   -9.568    3.247
  84.706   -9.568    3.227
  85.294   -9.568    3.193
  85.882   -9.568    3.131
  86.471   -9.568    3.010
  87.059   -9.568    2.733
  87.647   -9.568    1.969
  88.235   -9.568    0.645
  88.824   -9.568    1.037
  89.412   -9.568    1.250
  90.000   -9.568    1.355
  90.588   -9.568    1.342
  91.176   -9.568    1.153
  91.765   -9.568   -3.000
  92.353   -9.568   -3.000
  92.941   -9.568   -3.000
  93.529   -9.568   -3.000
  94.118   -9.568   -3.000
  94.706   -9.568   -3.000
  95.294   -9.568   -3.000
  95.882   -9.568   -3.000
  96.471   -9.568   -0.201
  97.059   -9.568   -0.125
  97.647   -9.568   -0.219
  98.235   -9.568    0.616
  98.824   -9.568    0.844
  99.412   -9.568    0.930
 100.000   -9.568    1.011
 100.588   -9.568    1.256
 101.176   -9.568    1.363
 101.765   -9.568    1.362
 102.353   -9.568    1.312
 102.941   -9.568    1.167
 103.529   -9.568    0.941
 104.118   -9.568    0.678
 104.706   -9.568    0.373
 105.294   -9.568    0.031
 105.882   -9.568   -0.286
 106.471   -9.568   -0.496
 107.059   -9.568   -0.646
 107.647   -9.568   -0.183
 108.235   -9.568    0.028
 108.824   -9.568    0.047
 109.412   -9.568    0.294
 110.000   -9.568    0.342
 110.588   -9.568    0.524
 111.176   -9.568    0.585
 111.765   -9.568    0.630
 112.353   -9.568    0.811
 112.941   -9.568    0.802
 113.529   -9.568    0.866
 114.118   -9.568    0.910
 114.706   -9.568    0.933
 115.294   -9.568    0.975
 115.882   -9.568    0.961
 116.471   -9.568    0.994
 117.059   -9.568    1.057
 117.647   -9.568    1.108
 118.235   -9.568    1.137
 118.824   -9.568    1.136
 119.412   -9.568    1.160
 120.000   -9.568    1.185
 120.588   -9.568    1.276
 121.176   -9.568    1.346
 121.765   -9.568    1.369
 122.353   -9.568    1.342
 122.941   -9.568    1.324
 123.529   -9.568    1.338
 124.118   -9.568    1.336
 124.706   -9.568    1.351
 125.294   -9.568    1.290
 125.882   -9.568    1.315
 126.471   -9.568    1.274
 127.059   -9.568    1.226
 127.647   -9.568    1.189
 128.235   -9.568    1.166
 128.824   -9.568    1.146
 129.412   -9.568    1.275
 130.000   -9.568    1.334
 130.588   -9.568    1.337
 131.176   -9.568    1.450
 131.765   -9.568    1.503
 132.353   -9.568    1.489
 132.941   -9.568    1.509
 133.529   -9.568    1.605
 134.118   -9.568    1.626
 134.706   -9.568    1.633
 135.294   -9.568    1.669
 135.882   -9.568    1.653
 136.471   -9.568    1.665
 137.059   -9.568    1.650
 137.647   -9.568    1.591
 138.235   -9.568    1.610
 138.824   -9.568    1.738
 139.412   -9.568    1.764
 140.000   -9.568    1.799
 140.588   -9.568    1.906
 141.176   -9.568    1.970
